217,18.8675,88.083482,0.932063293942,-1
218,14.7688,81.628477,0.836734803571,-1
219,13.0554,75.26526,0.52783435675,-1
221,18.2558,45.9406,2.27078801314,-1
223,21.6763,83.14438,3.6677253829,-1
226,14.814,80.90301,0.895805796512,-1
341,27.8745,84.185,2.19243440356,1
342,24.1478,72.92841,1.98393348452,1
343,26.6636,88.998902,2.24151280643,1
345,27.5199,86.40826,2.03170694098,1
346,24.963,84.7531,1.40585007639,1
347,22.228,81.61825,2.92584946377,-1
348,19.4289,60.317,2.30607149239,-1
349,22.5712,86.53324,4.2552354288,-1
350,20.4092,81.55772,3.91782423301,-1
351,18.8996,78.2465,2.49859432845,-1
352,26.2988,80.44065,5.73385610041,-1
353,22.156,81.49096,4.53557713234,-1
354,18.1084,70.7289,2.78412880753,-1
368,12.0645,81.86031,0.532667758309,-1
374,10.1691,1.5756,0.0312896487606,-1
375,12.9454,3.35486,0.279976817242,-1
388,23.9757,88.565655,1.66071791524,1
389,23.6267,80.703737,1.62764759053,1
390,22.389,81.415781,1.23708239109,1
391,24.5019,84.43712,1.91341662537,1
392,22.9175,88.103102,1.76271220499,1
393,21.0185,81.97453,1.60957020421,1
394,21.8952,83.49147,1.57623443035,1
396,24.0737,76.991735,2.37697061043,1
397,26.5726,83.473509,2.56980416427,1
398,28.0333,87.98006279,2.13364844033,1
399,24.0846,85.17876,2.29307422593,1
400,25.6366,82.59466,2.53365111307,1
404,26.3941,84.4587,2.48630740637,1
405,25.9265,82.46925,2.25568334426,1
406,25.2404,86.348494,2.46276275166,1
408,24.31,88.941806,2.2406340711,1
409,23.4247,89.041108,2.24425745271,1
413,20.8036,73.70822,1.80344128274,1
416,23.817,81.89061,2.16214518259,1
417,24.0845,83.55241,3.57761499981,-1
418,20.9464,77.4041,3.0030580109,-1
419,24.5544,85.968255,3.64148372555,-1
425,22.6876,75.50231,1.60748368529,1
426,22.4495,87.90644,1.48399401075,1
427,23.3497,86.10272,1.65133853286,1
428,24.1381,86.16482,1.97199029626,1
429,27.0418,87.63559,2.01931510113,1
430,24.9961,81.402,1.28683969247,1
431,24.8573,82.18309,1.39443797678,1
432,24.6448,86.472585,1.24572777149,1
434,9.80811,1.4955,0.0255701573186,-1
447,20.7987,52.2018,1.08635255513,-1
448,21.0457,54.3075,1.16542809613,-1
449,19.3028,77.982774,1.2413018153,-1
453,27.4982,82.953753,1.6474242632,1
454,22.6283,81.620454,1.70292579652,1
455,22.5023,77.73544,1.35154599543,1
456,20.377,76.85428,1.41201823637,1
457,25.7142,73.3782,1.59914581989,1
458,29.1851,89.228241,2.02098930831,1
460,26.2645,86.430321,1.95254974451,1
461,22.8571,78.756909,1.8057558496,1
462,25.2943,71.804534,2.14149424875,1
463,22.7736,70.75312,1.59987144138,1
464,23.1824,81.8608405,1.67431070575,1
465,21.0129,81.4611945,1.54896598795,1
466,19.6342,78.219063,1.22737583503,1
467,24.7158,75.47852,1.42448374735,1
468,18.8809,72.073761,0.998594140613,1
469,25.4485,83.375226,3.11648151301,-1
470,25.4591,83.137235,2.90568673637,-1
471,25.1578,83.87765,3.07916003583,-1
475,23.9596,82.55983,1.51161790653,1
476,28.9767,84.121717,2.20821570985,1
477,24.9839,79.50689,1.94277211796,1
478,27.7767,84.25302,2.7907906091,1
479,24.9434,72.30678,2.03157766374,1
480,23.6478,66.32463,2.39362127747,1
481,27.2303,87.467867,2.71515716826,1
482,21.2909,69.311593,2.46360348524,1
485,26.7704,80.40661,2.50201341595,1
