217,18.8674371089,129.322296274,12.7375212493,-1
218,14.7687445139,103.708761633,12.3848050108,-1
219,13.0554298618,75.2652141482,13.4055530219,-1
221,18.255817282,45.9406696001,18.5072516639,-1
223,21.6763419831,168.93933783,21.64226455,-1
226,14.8140046387,80.9030219148,12.9126769788,-1
321,12.1621095792,41.1079853845,12.8258823791,-1
341,27.8744714647,119.477098826,23.6084490526,0
342,24.1477914454,122.43703946,18.9937862858,1
343,26.6635970844,131.976949004,20.253196794,1
345,27.5199521767,167.675454805,23.0056221405,1
346,24.9629965708,119.041502332,15.2591269341,1
347,22.227960076,154.299352992,21.6821647638,-1
348,19.4288658979,60.3170195557,14.1584599239,-1
349,22.5712340498,164.349394238,20.7412464999,-1
350,20.4091979939,81.5577080996,18.4809043895,-1
351,18.8995629489,78.2465028442,16.5248793083,-1
352,26.2987695332,154.866107737,33.6337151394,-1
353,22.1559622231,81.4909833566,22.3448052174,-1
354,18.1083867173,70.7288273009,13.1888046913,-1
355,22.5449598009,144.35402997,24.9105899152,-1
368,12.0645553941,95.4042636972,9.65983688222,-1
374,10.1690567394,1.57560351229,1.26842882082,-1
375,12.9454161445,3.35486104655,3.05797493206,-1
388,23.9756491755,123.585244983,25.1851697895,1
389,23.6266197901,104.379093781,23.1731133714,1
390,22.3890581854,126.915180113,16.7656142072,1
391,24.5018958863,114.930552334,23.6575723582,1
392,22.9175042878,162.868164203,15.2065765537,1
393,21.018546189,118.059535173,16.1028127273,1
394,21.8951149144,123.947616544,15.9453531533,1
396,24.0737500187,123.438864048,23.2486921232,1
397,26.5726309717,166.52618484,37.2174189692,1
398,28.0333161017,122.805899481,17.3534776335,1
399,24.0845633175,155.642810301,30.1626474563,1
400,25.6366292749,128.999369708,22.0682577116,1
404,26.3940758866,133.855806479,27.3333094438,1
405,25.9265153603,148.835380213,18.0148622324,1
406,25.2403561254,150.001153157,24.0870329041,1
408,24.3099152344,166.503736038,17.1116605299,1
409,23.4245988482,164.699406906,22.9327554096,1
413,20.8035743852,130.789226175,24.2233334571,1
416,23.8170443216,145.691877457,21.6612622852,1
417,24.0845378649,128.697478821,20.2952448923,-1
418,20.9463776216,163.046263417,19.5727980511,-1
419,24.5544389707,136.505090006,26.2316587325,-1
425,22.6876411202,116.15707833,19.462100249,1
426,22.449425011,113.78503931,22.0354033851,1
427,23.3497330434,98.3773158674,28.9952022165,1
428,24.1381228348,134.823773143,15.3674319146,1
429,27.0418201156,154.916177895,23.8841978646,1
430,24.9961442668,134.395285498,19.5802734357,1
431,24.8572617579,119.851051961,18.8755947586,1
432,24.6447823789,107.98437456,13.9217331856,1
434,9.80811165736,89.8972123142,0.551280535738,-1
447,20.798720945,52.2018115984,14.6696248629,-1
448,21.0457009085,54.3075093757,23.5063888182,-1
449,19.3027956002,92.7051898314,19.3416909136,-1
453,27.4981499657,151.239623641,23.975028886,1
454,22.6282539371,142.698892093,22.34276489,1
455,22.5022507936,109.807377103,29.996873916,1
456,20.3770085415,101.99130319,18.3335446695,1
457,25.7141223802,117.734130604,18.6059105863,1
458,29.1849943703,144.875044509,25.8967301569,1
460,26.2644776558,143.917731759,30.2303889122,1
461,22.8571329987,123.931364507,21.3750867895,1
462,25.2942709623,133.979492476,15.6754777577,1
463,22.7736542794,114.331318062,25.2684095588,1
464,23.1823950418,114.618570366,21.4525913749,1
465,21.0129257253,160.76329527,17.0467165583,1
466,19.6342225195,78.2190135051,15.8028339169,1
467,24.7157967534,130.079533454,27.4727695583,1
468,18.8809319767,85.7402463975,23.235896852,1
469,25.4484410907,162.336696497,25.7552383017,-1
470,25.4590771945,157.721531285,23.0439058998,-1
471,25.157799197,164.912832735,29.8595756281,-1
475,23.9595344809,111.809839557,20.7021725092,1
476,28.9767185141,98.2196189664,27.9409828881,1
477,24.9839068157,133.916735315,20.2270141955,1
478,27.7766678589,137.794933089,25.0785994842,1
479,24.94342168,136.962856803,22.7176157921,1
480,23.647824868,123.029723864,22.1616003007,1
481,27.2302522845,169.119603953,26.7299848443,1
482,21.2909091634,132.351897677,24.3004100921,1
485,26.7703296511,151.066373589,25.851627965,1
486,23.6773239351,83.0668624531,23.1891880611,1
487,24.769784933,154.068749116,18.7601521034,1
488,27.3792029288,105.682494635,41.9927874841,1
489,29.138140223,124.57897889,33.4076824241,1
490,25.4690865653,161.346904501,30.9017606912,1
491,25.6918517447,173.74611407,17.3719194154,1
493,26.6994982789,162.35659704,22.7829575747,-1
494,26.5893059606,162.016356241,37.4726273811,-1
495,27.1424722312,128.779640031,25.0565729156,-1
496,20.7497243035,57.1163882043,15.3658486076,-1
497,24.7347352795,84.5408614855,24.5314611038,-1
508,28.3202133163,133.930931205,27.3068695442,1
509,33.9708857873,147.924003075,27.4553564408,1
512,30.5771047161,116.239378303,22.2300070545,1
513,30.9248751095,123.128780396,18.5216142409,1
514,31.0196973785,119.638748247,19.8452605498,1
515,31.0339031698,122.512748119,24.4439152071,1
516,29.1049231059,118.775465186,26.292979876,1
517,32.6572443836,127.401174604,20.7904700657,1
529,33.9712326644,161.138737441,28.8437424584,1
530,33.2517976342,156.568681494,43.3801233432,1
531,33.9712326644,109.685179617,33.9347570754,1
533,33.9705389067,98.4609033042,18.6163831218,1
534,33.9705389067,122.683932269,33.7852251707,1
536,33.9705389067,140.179548694,12.5387213042,1
537,21.7462595308,150.260318167,22.9797020532,-1
538,23.3658994623,58.814169003,16.9608702316,-1
539,21.3880089931,115.193311637,21.5700889669,-1
540,28.4573869693,169.803721796,37.4328812549,-1
542,29.8139711628,160.617360453,35.821651176,-1
543,28.8062863556,162.989135483,32.3876381961,-1
544,33.1373709142,57.2428537905,37.7882912157,-1
545,28.9416702648,54.2582465328,32.5771877143,-1
546,33.5815898289,72.5246745154,45.9938695637,-1
547,20.5412467114,65.2880176902,16.7225768686,-1
548,22.7138752063,83.6511046773,16.2091998287,-1
549,19.2424469249,66.3420784606,16.2682347438,-1
551,27.666761958,90.7398973562,19.8516245221,-1
552,33.9708857873,161.491661138,27.4957342521,-1
553,33.9708857873,149.171139066,33.3548541109,-1
554,18.8687213554,53.8257096415,12.8750116434,-1
555,24.7458777424,142.100803954,29.5211379141,-1
556,23.9800162053,157.273743626,24.9954651638,-1
558,23.982539904,161.74315784,15.5845326039,-1
559,27.7723328565,111.14865216,25.8298575362,-1
560,28.4568112415,104.336575033,17.3327449175,-1
567,23.7936518803,132.136115929,22.9383845745,-1
569,23.3608980127,140.316779329,19.9689980105,-1
570,22.89640141,130.989877957,18.8826684339,-1
573,20.6975045767,30.6509679585,20.429633872,-1
574,18.7682935783,15.6734681099,7.53509220744,-1
575,18.5601246493,23.6613238936,8.94283571568,-1
576,20.8216650928,32.4397990461,11.3624695389,-1
577,19.2312713642,27.8665209207,17.8288377047,-1
578,19.123889577,33.7879873735,19.5184949425,-1
579,19.4460819062,38.3411680451,11.5596875188,-1
580,22.4477316142,165.000808227,20.1923045991,-1
581,22.3814151839,138.143962172,27.5635374207,-1
584,18.8089724885,83.8065736787,20.2063358222,-1
585,21.8424499419,82.0904718589,17.6116745581,-1
586,19.9422943028,61.4344067819,19.7512888562,-1
587,23.1080017464,55.2468493076,27.3907856198,-1
588,19.2783565901,71.4960219448,15.4805846157,-1
589,18.6456862518,69.6530512745,18.2783042758,-1
590,23.6839358513,49.0106885602,21.4240938584,-1
591,19.5889068091,58.6505355467,16.5187110326,-1
592,22.5525192942,65.3537796045,32.8917685972,-1
596,25.7662319235,120.474464346,22.3622324971,-1
597,26.396673674,116.414696551,25.6919162257,-1
598,25.2954055684,153.355224027,24.5979462267,1
599,26.5252139202,117.785966433,11.5862815055,1
600,20.9394666421,158.170204229,22.592972176,-1
601,23.0103840667,148.007978844,21.6004114564,-1
602,22.4755269337,161.634133688,23.4068369806,-1
603,25.5225277784,135.219397254,23.6168012033,1
604,23.543543148,127.486154542,24.1779040518,1
